ID,Title,Authors,Venue,Venue Acronym,Venue Type,Year,Tactic Employed,"Tactic Type (Measurement, Refactoring, Implementation Tactic)","Abstraction Level (Architectural, Design, Code)","Platform (Agnostic, Workstation, Cloud, Mobile)","Software Development Stage (Requirements, Design, Implementation, Verification, and Maintenance)",Context,Study Design,Threats to Validity,Rigor,IR Subjects,IR Context,IR Scale,IR Research Method,Industrial Relevance,"Industry Involvement (Academic, Industrial, Mix)",Notes,,Year,Total,Journal,Conference,Workshop,Not Published (for which extention was found),Total Without SLRs,,Venue Acronym,With SLRs,Without SLR,Venue Acronym (Most Frequent),,Journals,Conferences,Workshops,Total
XBNH9NN5,Code-level Optimization for Program Energy Consumption,"Fu, Cuijiao; Qian, Depei; Huang, Tianming; Luan, Zhongzhi","COMPUTATION TOOLS 2019 : The Tenth International Conference on Computational Logics, Algebras, Programming, Tools, and Benchmarking",COMPUTATION TOOLS ,C,2019,"Paper proposes to eliminate the dead write, the common inefficient memory access of having two successive writes to a memory location without an intervening read, to increase the energy efficiency of applications.","Refactoring, Static Optimization",Code,Agnostic,Maintenance,0.5,0.5,0,1,0,0,0,0,0,Academic,,,,,,,,,,,,,,,,,,,
ISZGIP3F,SPELLing out energy leaks: Aiding developers locate energy inefficient code,"Pereira, Rui; Carção, Tiago; Couto, Marco; Cunha, Jácome; Fernandes, João Paulo; Saraiva, João",Journal of Systems and Software,JSS,J,2020,"Paper proposes a technique to detect energy inefficient fragments in the source code of a software system. The paper does so by testing the software through tests, correlating the energy consumed to source code fragments via spectrumbased fault localization, and performing an energy grading of source code fragments.","Energy Testing, Unit Testing, Dynamic Measurements","Architectural, Design, Code",Agnostic,Verification,1,1,1,3,1,0,0,1,2,Academic,,,,,,,,,,,,,,,,,,,
2GN8KRRP,Model-based energy efficiency analysis of software architectures,"Stier, Christian; Koziolek, Anne; Groenda, Henning; Reussner, Ralf",European conference on software architecture,ECSA,C,2015,"Paper proposes a technique to measure the energy consumption of a software system at the architectural level. It does so by modeling a software system as a component-based architecture, and creating definitons of behavior and power consumption of the components, as well as presenting different views that map the energy consumption of the components to the deployment environment and usage.",Dynamic Measurments,Architectural,Agnostic,Design,1,0.5,0.5,2,0,0,0,0,0,Academic,,,,,,,,,,,,,,,,,,,
VABHQVAY,Seflab: A lab for measuring software energy footprints,"Ferreira, Miguel A.; Hoekstra, Eric; Merkus, Bo; Visser, Bram; Visser, Joost",2013 2nd International workshop on green and sustainable software (GREENS),GREENS,W,2013,Paper proposes a methology to measure software applications at runtime by creating a measurement lab that allows measuring the energy dissipation of the entire hardware system.,"Dynamic Measurments, Application Level Measurements",Architectural,Workstation,Verification,1,1,1,3,0,0,1,0,1,Mixed,,,,,,,,,,,,,,,,,,,
5FAZY5KA,Impact of developer choices on energy consumption of software on servers,"Singh, Jasmeet; Naik, Kshirasagar; Mahinthan, Veluppillai",Procedia Computer Science,Procedia Computer Science,J,2015,"Paper shows how different I/O APIs'  regarding reading, copying, compressing, and decompressing can influence the energy consumption of application software's energy efficiency. Paper finds that the buffer size highly impact the energy efficiency of the APIs, and that APIs energy efficiency only varies if different buffer sizes are chosen. Paper also finds that specifying a buffer size is more energy efficient than using a fixed buffer size. The paper also proposes a power model to estimate the energy consumption of i/o operations based on the buffer size.","Static Optimization, I/O optimzation, Energy Model, Static Measurements, Software Metrics",Code,Agnostic,Implementation,0.5,0.5,0,1,0,0,0,0,0,Academic,,,,,,,,,,,,,,,,,,,
WJC7DC24,ENERGY CONSUMPTION PATTERNS OF MOBILE APPLICATIONS IN ANDROID PLATFORM: A SYSTEMATIC LITERATURE REVIEW.,"AL NIDAWI, HASAN SAJID ATTA; WEI, KOH TIENG; DAWOOD, KAREEM ABBAS; KHALEEL, AMMAR",Journal of Theoretical & Applied Information Technology,JATIT,J,2017,,,,,,,,,,,,,,,,SLR,,,,,,,,,,,,,,,,,,
6PR46JX3,The software perspective for energy-efficient mobile applications development,"Siebra, Clauirton; Costa, Paulo; Miranda, Regina; Silva, Fabio QB; Santos, Andre",Proceedings of the 10th International Conference on Advances in Mobile Computing & Multimedia,MOMM,C,2012,Paper proposes a guideline to measure the energy consumption of software mobile applications both at the application level and at the code level.,"Dynamic Measurement, Application Level Measurement, Code Level Measurement","Architectural, Code",Mobile,Verification,0.5,0.5,0,1,0,0,0,0,0,Academic,,,,,,,,,,,,,,,,,,,
ESMRAFHG,Comparing the Energy Consumption of Java I/O Libraries and Methods,"Ournani, Zakaria; Rouvoy, Romain; Rust, Pierre; Penhoat, Joel",37th International Conference on Software Maintenance and Evolution (ICSME),ICSME ,C,2021,"Paper analyzes the energy consumption of Java I/O APIs on their energy consumption. The authors then propse guidelines on what are the best I/O methods depending on the requirements (reading, writing, read all data). The paper finds that the nio.FileChannel is the most efficient I/O interface, providing savings of 10-20%. Choosing the wrong buffer size (too big, too small) for data tends to lead to energy inefficiency, For writing data, GUAVA or NIOF should be avoided. The authors also find that replacing energy inefficient I/O methods improves the I/O consumption of application up to 30%",Static Optimization,Code,Agnostic,Implementation,1,0.5,1,2.5,0,0,0,0,0,Mixed,,,,,,,,,,,,,,,,,,,
MP459RVF,Measuring application software energy efficiency,"Capra, Eugenio; Francalanci, Chiara; Slaughter, Sandra A.",IT Professional,IT Professional,J,2012,"Paper proposes an apporach to measure energy consumption at the application level, and investigates factors that contribute to the energy efficiency of applications.","Application Level Measurment, Energy Efficiency Techniques","Architectural, Code",Workstation,"Verification, Implementation",1,0.5,0,1.5,0,0,1,0,1,Academic,Extended version.,,,,,,,,,,,,,,,,,,
BMWTFVWN,How green are cloud patterns?,"Abtahizadeh, S. Amirhossein; Khomh, Foutse; Guéhéneuc, Yann-Gaël",2015 IEEE 34th International Performance Computing and Communications Conference (IPCCC),IPCCC,C,2015,,,,,,,,,,,,,,,,Extended by YXRUR287,,,,,,,,,,,,,,,,,,
39G59GN3,Leafactor: Improving energy efficiency of android apps via automatic refactoring,"Cruz, Luis; Abreu, Rui; Rouvignac, Jean-Noël",2017 IEEE/ACM 4th International Conference on Mobile Software Engineering and Systems (MOBILESoft),MOBILESoft,C,2017,Paper proposes an automatic refactoring tool that detects the following code smells at a coding level DrawAllocation: Allocations within drawing logic. WakeLock: Incorrect wake lock usage. Recycle: Failing to release singleton resources. ObsoleteLayoutParam: Unnecessary layout parameters. ViewHolder.,"Energy Refactoring, Static Optimization, Automatic Refactoring ",Code,Mobile,Maintenance,0,0,0,0,0,1,1,0,2,Mixed,,,,,,,,,,,,,,,,,,,
98DNPTFE,Towards an Energy-Consumption Based Complexity Classification for Resource Substitution Strategies.,"Höpfner, Hagen; Bunse, Christian",Grundlagen von Datenbanken,GvD Workshop,W,2010,"Paper proposes an energy consumption complexity classification simialr to the computational complexity of algorithms in which developers can measure the energy consumption of an application by the CPU, memory access, and network usage. The authors then propose a dynamic scheduling framework that decides the best exectution environment at an application's runtime.","Dynamic Optimization, Energy Consumption complextiy",Architectural,Mobile,Design,-,-,-,-,-,-,-,-,-,Academic,,,,,,,,,,,,,,,,,,,
E5PP5MNY,Enforcing green code with Android lint,"Goaër, Olivier Le",Proceedings of the 35th IEEE/ACM International Conference on Automated Software Engineering Workshops,ASE,C,2020,"Paper extends the android lint tool to with green checks to show energy hotspots in code. Paper first analyzes 11 energy bugs, and then extends the Android Lint tool to detect tha analyzed bugs. Paper also analyzes different  energy bugs ","Static Analysis, Energy Bug Refactoring",Code,Mobile,Implementation,-,-,-,-,-,-,-,-,-,Academic,,,,,,,,,,,,,,,,,,,
ZPGSQPZ3,Mining questions about software energy consumption,"Pinto, Gustavo; Castor, Fernando; Liu, Yu David",Proceedings of the 11th Working Conference on Mining Software Repositories,MSR,C,2014,,,,,,,,,,,,,,,,SLR,,,,,,,,,,,,,,,,,,
Z2IUW42Q,"Software optimization for performance, energy, and thermal distribution: Initial case studies","Khan, Md Ashfaquzzaman; Hankendi, Can; Coskun, Ayse Kivilcim; Herbordt, Martin C.",2011 International Green Computing Conference and Workshops,IGCC,C,2011,"Paper proposes energy measurement guidelines and an energy estimation model from software metrics to measure multicore applications. The measuring is done dynamically, and the estimation is done statically based on software metrics. The paper also proposes using proper parallelization techniques, and parameter tunning to increase the energy efficiency of multithreaded software. The paper also proposes to manage the temperature at which the system runs to further save energy.","Static Analysis, Dynamic Measurments,  Static Optimization",Design,Workstation,Verification,0.5,0.5,0,1,0,0,0,0,0,Academic,,,,,,,,,,,,,,,,,,,
44IANVHH,Managing the energy-delay tradeoff in mobile applications with tempus,"Nikzad, Nima; Radi, Marjan; Chipara, Octav; Griswold, William G.",Proceedings of the 16th Annual Middleware Conference,MIDDLEWARE,C,2015,"Paper proposes Tempus, a framework that saves power by enabling programmers to annotate power-hungry operations of continously running mobile applications with states that specify when the operation can be executed to save energy. Through tempus, developers assign a budget to operations and energy policies that spend the budget at different rates, allowing developers to balance energy efficiency and quality of service.","Dynamic Optimization, Energy Aware Computing",Code,Mobile,Design,0.5,0.5,0,1,0,0,1,0,1,Academic,,,,,,,,,,,,,,,,,,,
8MGR82XA,Anti-patterns and the energy efficiency of Android applications,"Morales, Rodrigo; Saborido, Ruben; Khomh, Foutse; Chicano, Francisco; Antoniol, Giuliano",arXiv preprint arXiv:1610.05711,ARXIV,Not published,2016,,,,,,,,,,,,,,,,Extended by 44E3X95Z,,,,,,,,,,,,,,,,,,
,,,,,,,,Academic,Industry,Mixed,Rigor,Context,Study Design,Threats to Validity,Industrial Relevance,Subjects,Context,Scale,Research Method,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,119,3,12,No Experiment,7,7,7,No Experiment,7,7,7,7,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Weak,4,5,66,Non-Contributing,122,122,50,119,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Medium,40,61,11,Contributing,5,5,77,8,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Strong,83,61,50,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Total,134,134,134,,134,134,134,134,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Rigor,No Experiment,Weak,Medium,Strong,,Industrial Relevance,No Experiment,Non-Contributing,Contributing,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Context,7,4,40,83,,Subjects,7,122,5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Study Design,7,5,61,61,,Context,7,122,5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Threats to Validity,7,66,11,50,,Scale,7,50,77,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Research Method,7,119,8,,,,,,,,,,,,,,,,,,,,
